Antennae,Arms,Eyes,Legs,Mouth,Pattern,Correct,Response,rt,rules_set,item_name,id,condition,planet_permutation,planet_reverse_permutation,age,gender,education,in_training,training_program,backstory_readtime,rules_readtime,pre_example_readtime,rules_repetition,intermediate_readtime,second_rules_readtime,presurvey_readtime,difficulty,demand,attentive,undisturbed,particularities,presumptions,planet1rules,planet2rules,planet3rules,planet4rules,correctness
2,4,1,6,No teeth,None,2,2,7003,ruleset1,training_2,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
2,4,2,4,No teeth,None,2,2,8940,ruleset1,training_2,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
0,4,3,6,None,Stripes,3,3,4239,ruleset1,training_3,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
2,2,2,0,No teeth,None,1,1,5409,ruleset1,training_1,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
1,4,2,2,Teeth,Stripes,4,4,7747,ruleset1,training_4,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
2,2,2,4,None,None,1,1,8706,ruleset1,training_1,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
1,0,2,2,Teeth,Stripes,4,4,5667,ruleset1,training_4,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
2,2,1,4,No teeth,None,1,1,7677,ruleset1,training_1,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
1,0,3,0,Teeth,Stripes,3,3,5706,ruleset1,training_3,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
2,4,1,6,Teeth,None,2,2,4676,ruleset1,training_2,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
2,4,2,0,Teeth,None,2,2,4776,ruleset1,training_2,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
2,2,3,4,No teeth,None,1,1,19027,ruleset1,training_1,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
1,0,3,0,Teeth,Stripes,3,3,5103,ruleset1,training_3,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
0,0,2,0,Teeth,Stripes,4,4,5271,ruleset1,training_4,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
2,2,1,0,Teeth,None,1,1,2407,ruleset2a,upper_bound_p1,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
2,2,2,6,Teeth,None,1,1,2375,ruleset2a,upper_bound_p1,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
2,4,3,0,No teeth,None,2,2,847,ruleset2a,upper_bound_p2,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
2,0,1,0,No teeth,None,2,2,860,ruleset2a,test_learning_p2,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
1,0,2,0,No teeth,Stripes,4,2,5827,ruleset2a,decoy,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,False
2,0,1,0,Teeth,None,1,1,3330,ruleset2a,test_learning_p1,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
2,2,1,4,Teeth,None,1,1,6150,ruleset2a,upper_bound_p1,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
0,2,2,6,None,Stripes,4,4,5255,ruleset2a,decoy,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
2,0,2,2,Teeth,None,1,1,3161,ruleset2a,test_learning_p1,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
1,0,3,0,Teeth,Stripes,3,3,3814,ruleset2a,decoy,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
0,2,3,2,None,Stripes,3,3,2407,ruleset2a,decoy,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
2,4,3,4,Teeth,None,1,2,8794,ruleset2a,interference_p1,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,False
2,0,2,6,Teeth,None,1,1,4500,ruleset2a,test_learning_p1,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
1,2,2,2,No teeth,Stripes,4,4,3157,ruleset2a,decoy,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
1,0,3,6,Teeth,Stripes,3,3,4476,ruleset2a,decoy,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
2,4,2,6,Teeth,None,1,2,10989,ruleset2a,interference_p1,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,False
2,2,3,4,No teeth,None,2,3,7727,ruleset2a,interference_p2,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,False
2,0,3,4,No teeth,None,2,2,7060,ruleset2a,test_learning_p2,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
2,0,1,0,No teeth,None,2,1,3780,ruleset2a,test_learning_p2,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,False
2,4,1,0,No teeth,None,2,2,6589,ruleset2a,upper_bound_p2,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
0,2,2,6,Teeth,Stripes,4,4,5095,ruleset2a,decoy,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
2,4,2,0,Teeth,None,1,1,5755,ruleset2a,interference_p1,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
2,2,3,6,No teeth,None,2,1,4856,ruleset2a,interference_p2,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,False
0,2,2,6,Teeth,Stripes,4,4,9616,ruleset2a,decoy,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
1,2,3,4,No teeth,Stripes,3,3,2867,ruleset2a,decoy,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
2,2,3,2,No teeth,None,2,1,4107,ruleset2a,interference_p2,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,False
2,4,2,0,No teeth,None,2,2,8932,ruleset2a,upper_bound_p2,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
0,0,3,6,Teeth,Stripes,3,3,4680,ruleset2a,decoy,JAPGACHVNT,0,"{""1"":1,""2"":4,""3"":3,""4"":2}","{""1"":1,""2"":4,""3"":3,""4"":2}",27,female,university,True,MSc in Digital Marketing,59620,84069,31764,38787,3417,27032,4969,4,4,5,True,,,,,,,True
2,2,3,4,None,None,1,2,5668,example_1,example_1,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,False
2,4,2,2,No teeth,None,2,2,8183,example_2,example_2,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,True
1,2,3,6,Teeth,Stripes,3,3,3850,example_3,example_3,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,True
0,0,2,0,Teeth,Stripes,4,4,3403,example_4,example_4,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,True
2,2,2,0,Teeth,None,1,2,5527,ruleset1,training_1,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,False
0,2,3,0,Teeth,Stripes,3,3,3108,ruleset1,training_3,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,True
1,2,3,2,Teeth,Stripes,3,3,2672,ruleset1,training_3,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,True
1,4,2,0,Teeth,Stripes,4,4,1754,ruleset1,training_4,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,True
1,0,2,0,Teeth,Stripes,4,4,2141,ruleset1,training_4,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,True
2,4,3,4,None,None,2,2,6034,ruleset1,training_2,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,True
2,4,1,0,Teeth,None,2,1,6908,ruleset1,training_2,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,False
2,2,3,0,No teeth,None,1,3,11854,ruleset1,training_1,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,False
2,4,1,0,Teeth,None,2,1,3095,ruleset1,training_2,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,False
1,2,3,0,No teeth,Stripes,3,3,5305,ruleset1,training_3,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,True
2,2,2,2,Teeth,None,1,1,3386,ruleset1,training_1,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,True
2,2,1,6,None,None,1,2,6594,ruleset1,training_1,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,False
2,4,2,0,Teeth,None,2,4,4922,ruleset1,training_2,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,False
2,4,1,6,Teeth,None,2,2,5552,ruleset1,training_2,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,True
0,2,3,0,None,Stripes,3,3,5123,ruleset1,training_3,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,True
0,4,2,6,No teeth,Stripes,4,4,2274,ruleset1,training_4,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,True
0,0,2,2,None,Stripes,4,4,1377,ruleset1,training_4,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,True
2,2,3,0,No teeth,None,1,1,5285,ruleset1,training_1,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,True
1,0,3,0,No teeth,Stripes,3,3,1987,ruleset1,training_3,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,True
0,0,2,0,Teeth,Stripes,4,4,1407,ruleset1,training_4,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,True
2,2,3,6,No teeth,None,2,3,2024,ruleset2a,interference_p2,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,False
1,0,3,0,No teeth,Stripes,3,3,2642,ruleset2a,decoy,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,True
2,2,3,2,No teeth,None,2,2,2623,ruleset2a,interference_p2,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,True
2,4,3,0,No teeth,None,2,2,1874,ruleset2a,upper_bound_p2,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,True
0,4,2,0,Teeth,Stripes,4,4,2439,ruleset2a,decoy,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,True
1,2,2,4,Teeth,Stripes,4,4,1451,ruleset2a,decoy,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,True
2,4,1,4,No teeth,None,2,3,3519,ruleset2a,upper_bound_p2,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,False
2,0,3,6,Teeth,None,1,1,3497,ruleset2a,test_learning_p1,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,True
2,0,2,0,Teeth,None,1,2,1303,ruleset2a,test_learning_p1,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,False
2,0,3,0,No teeth,None,2,2,2697,ruleset2a,test_learning_p2,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,True
2,4,2,0,Teeth,None,1,1,5415,ruleset2a,interference_p1,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,True
2,0,3,2,No teeth,None,2,2,3078,ruleset2a,test_learning_p2,JEFPTHFJYL,0,"{""1"":3,""2"":1,""3"":2,""4"":4}","{""1"":2,""2"":3,""3"":1,""4"":4}",26,male,high,False,,25002,85874,17906,23028,1662,309487,6226,2,2,4,True,i feel like i was answered a few wrong when it came to how many legs they had. I remembered the tips incorrectly at the start for one race ,i didnt have any suspcion ,,,,,True
